sample_id,kingdom,tech_platform,coverage_hifi,syri_aln_coverage,gene_counts ,inv_count_total,inv_count_small_lt10kb,inv_count_medium_10kb_1Mb,inv_count_large_gt1Mb,inv_count_per_Gb,inv_len_mean_bp,inv_len_median_bp,sd_inv_length,q25_inv_length,q75_inv_length,min_inv_length,max_inv_length,mean_log10_inv_length,median_log10_inv_length,BUSCO_completeness,BUSCO_duplication,n_chromosomes,te_prop_genome,gene_density,asm_total_len_bp,asm_scaffold_N50_Mb,pi_genome_wide,indel_rate,inversions_with_tr,inversions_with_genes,breakpoint_genes,inversions_with_repeat
PRJEB59072,Metazoa,HiFi+Hi-C,,,82684,208,203,5,0,388.4232816,6942.129808,623.5,52501.46246,413.5,939.5,205,535607,3.84149273,2.794836458,97.9,0.4,20,0.6211,0.32141,535498282,31,0.011174018,0.143421531,99,62,67,204
PRJEB59074,Metazoa,HiFi+Hi-C,,,161977,73,59,6,8,76.96166829,674612.4247,1163,2348739.694,516,3594,217,11924212,5.829054336,3.065579715,95.5,0.9,5,0.5904,0.443555,948524137,187,0.000414781,0.023595046,63,24,21,72
PRJEB59076,Metazoa,HiFi+Hi-C,,,81376,88,88,0,0,154.9294785,1176.227273,880.5,1035.449358,401.5,1692.75,227,4971,3.070491245,2.94472936,92.1,0.7,14,0.5767,0.285328,568000363,45,0.002438329,0.054872365,53,12,11,87
PRJEB59080,Metazoa,HiFi+Hi-C,,,72590,83,82,0,1,121.9162862,61049.19277,507,548924.3005,369,767,219,5001730,4.785679926,2.705007959,95.7,0.9,28,0.51,0.324001,680795016,24,0.005390184,0.052200477,38,19,18,76
PRJEB59082,Metazoa,HiFi+Hi-C,,,54253,78,63,8,7,98.20805293,785453.1923,992.5,4725738.555,473.25,3497.75,201,41136180,5.895120309,2.996730515,98.4,0.9,17,0.4686,0.375641,794232221,49,0.007654789,0.112147777,61,30,26,72
PRJEB59084,Metazoa,HiFi+Hi-C,,,77672,56,56,0,0,153.7840145,719.6071429,359,899.7975667,301.5,767.5,199,4849,2.857095466,2.555094449,89,0.4,10,0.3632,0.536248,364147081,48,0.005890177,0.129211168,28,23,23,50
PRJEB59088,Metazoa,HiFi+Hi-C,,,70534,320,319,1,0,441.5957373,2859.875,530.5,38395.13851,353,940.25,199,687479,3.456347051,2.724685388,93.9,1.3,27,0.5875,0.279988,724644676,28,0.004284117,0.081504059,167,55,53,306
PRJEB59130,Metazoa,HiFi+Hi-C,,,58431,126,123,0,3,260.0486525,58975.07143,733.5,408696.7969,411.75,1284.5,201,3958557,4.770668476,2.865400118,96.7,0.9,31,0.5118,0.341812,484524718,17,0.010469371,0.131721742,66,41,42,121
PRJEB59132,Metazoa,HiFi+Hi-C,,,51845,45,22,15,8,112.0472152,520616.6222,12323,1279916.283,687,254926,239,6978444,5.71651803,4.090716448,94.5,0.1,48,0.4265,0.306999,401616407,21,0.001996668,0.036302165,29,19,11,41
PRJEB59134,Metazoa,HiFi+Hi-C,,,71688,197,190,6,1,498.9638534,8472.725888,572,76751.83291,363,880,199,1027689,3.928023156,2.757396029,96,0.3,36,0.6164,0.36364,394818179,18,0.007992905,0.132426009,118,56,54,183
PRJEB59136,Metazoa,HiFi+Hi-C,,,61837,56,54,1,1,163.5535084,23293.17857,884,156317.8267,514,1862.75,208,1170858,4.367228756,2.946452265,96.3,3.1,7,0.4725,0.33192,342395590,45,0.001295408,0.079174506,44,10,10,56
PRJEB59138,Metazoa,HiFi+Hi-C,,,33120,18,10,5,3,59.12986404,458486.1111,5952.5,753786.651,1024.5,570882.5,353,2458834,5.661326184,3.774699404,97.6,0.6,49,0.2452,0.168935,304414703,15,0.002890402,0.037962493,17,5,2,18
PRJEB59140,Metazoa,HiFi+Hi-C,,,57326,98,98,0,0,250.2380766,978.5918367,638,1039.658844,410,1143.75,214,6697,2.990601589,2.804820679,90.6,2.2,6,0.4624,0.3344,391627051,73,0.009893789,0.141009527,56,25,25,85
PRJEB59142,Metazoa,HiFi+Hi-C,,,55482,27,27,0,0,139.9754062,1049.111111,657,1090.892272,309,1246,204,5230,3.020821487,2.81756537,93.6,0.9,5,0.2701,0.507219,192891028,39,0.00495429,0.050378323,22,10,14,21
PRJEB59144,Metazoa,HiFi+Hi-C,,,62273,192,191,0,1,376.0468034,13056.01563,1065.5,168286.4511,406.25,1279.75,200,2332742,4.115810661,3.027553454,94.6,0.4,29,0.4649,0.335114,510574743,18,0.008114943,0.05774454,135,55,55,174
PRJEB59146,Metazoa,HiFi+Hi-C,,,82967,197,197,0,0,224.1189721,860.6649746,561,933.4956847,367,982,203,6862,2.934834129,2.748962861,94.3,1,5,0.6588,0.244599,878997428,171,0.008960143,0.128947071,129,42,44,193
PRJEB59150,Metazoa,HiFi+Hi-C,,,153857,128,111,8,9,266.5984586,370558.8125,623.5,1585212.463,433.25,974.25,220,10896560,5.568857146,2.794836458,97.2,0.6,15,0.4799,0.616386,480122806,34,0.010528832,0.086250436,77,83,81,121
PRJEB59152,Metazoa,HiFi+Hi-C,,,62104,121,98,13,10,163.2418356,318501.157,750,1043924.623,438,1670,206,6308890,5.503111014,2.875061263,74.9,30.8,6,0.4984,0.191031,741231557,153,0.004290949,0.039340753,83,32,26,113
PRJEB59156,Metazoa,HiFi+Hi-C,,,57904,148,128,6,14,181.7347303,700972.527,632,2862898.844,398.5,1274.25,219,22731984,5.845700997,2.800717078,71.4,0.3,23,0.7745,0.166585,814373784,109,0.006125202,0.138738409,136,37,21,143
PRJEB59158,Metazoa,HiFi+Hi-C,,,56822,68,64,0,4,187.4372323,131740.1324,767.5,598641.5358,537.25,1546.5,278,4174465,5.119718095,2.885078384,95.4,0.4,3,0.3975,0.329075,362788114,101,0.009755909,0.086275959,57,25,27,66
PRJEB59160,Metazoa,HiFi+Hi-C,,,231331,251,232,8,11,73.46393273,466266.1434,994,3050843.54,531,1984.5,219,38079700,5.668633882,2.997386384,95.2,2.1,23,0.6974,0.202605,3416642571,146,0.003491972,0.066325986,206,46,32,245
PRJEB59194,Metazoa,HiFi+Hi-C,,,78533,77,73,2,2,124.4967842,69120.23377,484,339930.7564,306,822,203,2458473,4.839605198,2.684845362,97,0.9,20,0.5252,0.372428,618489871,35,0.000969036,0.057874265,41,20,17,72
PRJEB59202,Metazoa,HiFi+Hi-C,,,84998,8,7,1,0,21.1047271,4879.625,1839.5,8790.997976,967,2955.25,578,26479,3.688386448,3.264699792,88.5,0.9,5,#N/A,0.180627,379061997,74,0.001487277,0.02034154,6,3,2,0
PRJEB59208,Metazoa,HiFi+Hi-C,,,101922,332,320,7,5,419.3792181,166105.3494,634,1734743.791,445.75,1033.5,204,28012158,5.220383619,2.802089258,87.6,0.6,16,0.6909,0.290874,791646285,52,0.007754405,0.138862582,212,72,66,286
PRJEB59281,Metazoa,HiFi+Hi-C,,,59008,48,46,2,0,75.10581694,3646.791667,791.5,13609.10229,514.25,1349.25,223,91456,3.561910954,2.898450919,93.3,0.3,4,0.4412,0.183933,639098301,169,0.009772263,0.036292899,23,5,4,43
PRJEB59283,Metazoa,HiFi+Hi-C,,,49928,3,2,0,1,8.215735576,919672,412,1592283.834,366.5,1379347.5,321,2758283,5.963632964,2.614897216,96.4,0.9,47,0.4357,0.276177,365152940,28,0.000153612,0.005328455,1,1,1,3
PRJEB59285,Metazoa,HiFi+Hi-C,,,114698,11,7,2,2,58.99926456,981606.2727,2448,2325727.943,1633,267909.5,331,7567756,5.991937325,3.388811413,82.1,0.6,5,0.1072,0.683139,186443002,37,0.002918069,0.03448381,8,8,6,8
PRJEB59287,Metazoa,HiFi+Hi-C,,,76308,121,121,0,0,198.1144946,699.4380165,524,550.1139866,368,841,210,3751,2.844749234,2.719331287,89.4,1.5,27,0.4876,0.378053,610757937,23,0.014138531,0.122504827,49,46,50,105
PRJEB59289,Metazoa,HiFi+Hi-C,,,76138,127,126,1,0,206.2966675,2382.669291,509,17926.52991,347.5,913.5,214,202623,3.377063768,2.706717782,96.1,1.6,28,0.5199,0.393054,615618282,23,0.00598738,0.209437853,56,36,37,120
PRJEB59291,Metazoa,HiFi+Hi-C,,,67519,94,92,1,1,203.1648704,99160.7234,410.5,937372.7476,316.75,629.25,231,9088858,4.996339686,2.613313161,96.7,1.2,31,0.4242,0.355308,462678414,16,0.011122483,0.107427339,52,26,24,79
PRJEB59293,Metazoa,HiFi+Hi-C,,,157937,193,191,1,1,253.6295986,27442.06736,637,351001.0545,388,1165,200,4871935,4.438416826,2.804139432,95.8,1,4,0.6566,0.401105,760952196,193,0.006737953,0.108707086,158,78,76,189
PRJEB59295,Metazoa,HiFi+Hi-C,,,57437,84,78,5,1,206.9190177,54442.89286,459,401652.3596,356.5,855.5,201,3635859,4.735941194,2.661812686,93.3,4.5,18,0.5661,0.27445,405955919,41,0.001862442,0.098189179,56,23,22,78
PRJEB59297,Metazoa,HiFi+Hi-C,,,106896,255,247,8,0,479.2546523,8781.67451,494,65162.94932,377,738,200,860070,3.943577336,2.693726949,93.9,0.7,40,0.5884,0.478488,532076212,15,0.011999149,0.096156345,120,132,139,146
PRJEB59299,Metazoa,HiFi+Hi-C,,,71586,125,124,0,1,246.4838322,9309.536,443,95777.3572,323,783,203,1071533,3.968928036,2.646403726,96.3,1,29,0.4564,0.444988,507132654,18,0.00489583,0.091182818,71,47,49,119
PRJEB59301,Metazoa,HiFi+Hi-C,,,87966,192,186,4,2,266.3942556,54229.05208,663.5,542005.9231,367.75,1355.75,208,7271450,4.734232013,2.821840927,96,1.3,30,0.555,0.349927,720736262,24,0.007589799,0.124979927,134,52,52,187
PRJEB59303,Metazoa,HiFi+Hi-C,,,91779,150,149,0,1,241.7247638,10046.96,443.5,114607.3853,299.25,829.5,200,1404306,4.002034673,2.646893624,96.7,0.7,29,0.482,0.421406,620540476,22,0.005098296,0.109687172,66,45,46,139
PRJEB59305,Metazoa,HiFi+Hi-C,,,99478,112,108,3,1,152.835491,21556.34821,431,165321.3274,329.5,747.75,213,1679112,4.33357519,2.63447727,96.1,1.2,30,0.5509,0.395982,732814082,25,0.008478185,0.093685194,52,38,39,89
PRJEB59307,Metazoa,HiFi+Hi-C,,,200445,143,134,8,1,152.8626785,36783.6993,527,203603.1484,341,1048.5,219,2003626,4.565655404,2.721810615,98.8,0.4,25,0.4794,0.604136,935480141,36,0.00703998,0.130472724,87,98,113,132
PRJEB59309,Metazoa,HiFi+Hi-C,,,100537,39,30,4,5,90.73578851,423502.5128,1196,1175047.939,637.5,3791,222,5133398,5.626855992,3.07773118,97,0.3,21,0.1709,0.603569,429819376,20,0.002795585,0.060669518,35,21,24,36
PRJEB59365,Metazoa,HiFi+Hi-C,,,147079,141,127,6,8,286.5017883,430135.1844,815,1963862.664,410,1625,205,12503459,5.633604969,2.911157609,91.2,1.2,7,0.4349,0.522552,492143525,80,0.009665755,0.07157508,111,71,83,131
PRJEB59367,Metazoa,HiFi+Hi-C,,,120615,12,11,1,0,45.83774221,12908.83333,563.5,41661.68989,312.75,1351.75,210,145177,4.110886994,2.75089392,96.1,0.6,6,0.2609,0.649446,261792999,48,0.003276232,0.057529644,10,6,8,11
PRJEB59369,Metazoa,HiFi+Hi-C,,,61758,81,81,0,0,156.9656297,833.2716049,519,810.3839524,363,886,219,4892,2.920786583,2.715167358,96.7,0.7,31,0.4366,0.367465,516036537,17,0.007341173,0.07078487,39,19,19,70
PRJEB59371,Metazoa,HiFi+Hi-C,,,48377,39,37,1,1,114.8957618,514997.4872,574,3130222.69,395,992.5,232,19555819,5.71180511,2.758911892,94.6,0.1,9,0.4002,0.342264,339438108,40,0.01194876,0.041955961,13,14,12,35
PRJEB59373,Metazoa,HiFi+Hi-C,,,50013,138,137,1,0,345.4357517,2049.913043,1181.5,7409.452902,666,1775.5,221,87025,3.311735439,3.072433726,95.1,1,7,0.4501,0.215689,399495418,60,0.003715326,0.0958782,100,15,15,129
PRJEB59375,Metazoa,HiFi+Hi-C,,,71289,52,49,1,2,93.70776759,442648.6923,466,2296762.694,359.5,962.75,214,14296029,5.646059186,2.668385917,95.4,1.2,6,0.5884,0.265395,554916645,108,0.001814716,0.062847752,37,9,10,52
PRJEB59379,Metazoa,HiFi+Hi-C,,,53885,94,89,3,2,206.8147293,138245.9574,516,1056861.735,388.5,931.5,214,10077681,5.140652441,2.712649702,95.7,0.9,15,0.5323,0.277131,454513082,30,0.004380717,0.079787343,70,17,17,77
PRJEB59381,Metazoa,HiFi+Hi-C,,,159099,20,15,1,4,29.21825009,1942754.15,692,4745256.841,371.5,8963.75,206,18080651,6.288417845,2.840106094,96.3,0.9,16,0.4598,0.460255,684503690,40,0.003691332,0.123950838,13,9,8,19
PRJEB59385,Metazoa,HiFi+Hi-C,,,233218,250,241,7,2,168.690372,25683.14,616,236318.2745,385.5,1133,199,2730126,4.409648119,2.789580712,97.5,0.9,18,0.5211,0.390112,1482005150,83,0.007167278,0.193664697,143,88,95,234
PRJEB59389,Metazoa,HiFi+Hi-C,,,106755,362,349,6,7,364.0311149,92501.33978,655.5,748903.4077,414.75,1324,202,8364703,4.966148023,2.816572696,94.5,1.2,30,0.6731,0.290015,994420491,33,0.005445013,0.22829317,201,93,88,343
PRJEB59391,Metazoa,HiFi+Hi-C,,,73966,145,117,24,4,225.9887347,79065.18621,743,283469.8308,448,2400,199,2159082,4.897985298,2.870988814,92.9,4,3,0.5109,0.183791,641624903,225,0.008353856,0.060626478,102,47,29,135
PRJEB59393,Viridiplantae,HiFi+Hi-C,,,64715,28,13,13,2,137.1662059,295877.75,16284.5,896358.4667,1504,159629.5,559,4664833,5.471112307,4.211774429,71,2.8,5,0.4255,0.397898,204131913,40,0.025917601,0.033564943,22,24,23,25
PRJEB59399,Metazoa,HiFi+Hi-C,,,162654,88,76,10,2,85.22088292,67331.77273,809.5,332624.3791,416,2600.25,201,2472562,4.828220049,2.908216853,94.6,3.1,18,0.5345,0.50569,1032610752,62,0.004777703,0.094985708,59,36,30,84
PRJEB59769,Metazoa,HiFi+Hi-C,,,63190,128,126,0,2,190.6881298,75249.41406,646.5,610491.9076,380,1264,199,5929626,4.876503123,2.810568529,96.9,0.9,31,0.5287,0.262397,671253109,23,0.004530467,0.102337381,74,29,29,120
PRJEB59771,Metazoa,HiFi+Hi-C,,,54346,26,25,0,1,89.23462287,105064.9615,740,526923.8943,395.25,2401.5,216,2688499,5.021457906,2.86923172,97,0.9,31,0.3058,0.479372,291366727,10,0.00413033,0.03326609,15,13,15,22
PRJEB59773,Metazoa,HiFi+Hi-C,,,76979,271,267,2,2,412.9454189,28612.99262,705,296882.5796,424.5,1332.5,206,3490199,4.456563283,2.848189117,95.2,1.2,5,0.6053,0.233444,656261064,120,0.009713335,0.099015568,201,47,48,261
PRJEB59783,Metazoa,HiFi+Hi-C,,,66291,214,209,3,2,306.3452335,71286.33645,710,840852.4031,454.25,1016,206,12178311,4.853006296,2.851258349,95.1,2.7,5,0.6065,0.215876,698558282,133,0.010540095,0.098366324,175,34,32,193
PRJEB59785,Metazoa,HiFi+Hi-C,,,94796,181,166,8,7,131.6350526,160492.9061,580,1050607.942,348,1101,200,12522176,5.205455841,2.763427994,97,0.9,25,0.609,0.367132,1375013694,54,0.00362287,0.115178014,109,70,73,177
PRJEB59789,Metazoa,HiFi+Hi-C,,,131139,19,13,0,6,51.97091247,1620103.842,651,2797978.492,476,2547093.5,264,9174912,6.209542852,2.813580989,98.8,0.7,21,0.3514,0.644788,365589117,18,0.014345873,0.049627641,14,12,9,15
PRJEB59791,Metazoa,HiFi+Hi-C,,,65865,83,82,1,0,178.9093602,7018.204819,478,56079.48974,354.5,954,225,511675,3.846226039,2.679427897,91.7,0.9,21,0.5055,0.420768,463922066,26,0.011409295,0.12148973,43,28,29,82
PRJEB59793,Metazoa,HiFi+Hi-C,,,92090,147,124,19,4,117.2706013,398039.2789,618,3842144.419,376.5,1286,217,46410828,5.599925931,2.790988475,93.6,0.7,31,0.5837,0.256578,1253511096,45,0.00418588,0.052562588,122,56,44,147
PRJEB59795,Metazoa,HiFi+Hi-C,,,177236,148,131,11,6,102.5156321,121979.8176,685.5,608502.8252,423,1493,210,5044447,5.086287979,2.836007459,96.3,2.7,11,0.7092,0.241971,1443682265,142,0.008457769,0.152540375,77,35,25,137
PRJEB59797,Metazoa,HiFi+Hi-C,,,66191,328,326,2,0,403.2951932,3110.868902,629.5,34630.2032,406.75,1119.75,206,622634,3.49288171,2.798995734,93.3,2.1,8,0.6913,0.145792,813300048,117,0.005538723,0.078458859,188,20,19,327
PRJEB59799,Metazoa,HiFi+Hi-C,,,53927,113,92,17,4,225.1222623,84846.95575,556,256461.1771,383,1066,222,1520814,4.928636265,2.745074792,85.9,0.6,13,0.512,0.45219,501949469,40,0.009123738,0.086282088,102,71,67,111
PRJEB59801,Metazoa,HiFi+Hi-C,,,61061,264,263,1,0,493.1134825,1197.242424,497.5,5647.215762,346,1144.75,204,91550,3.078182098,2.696793085,97.2,0.6,30,0.4896,0.342733,535373721,18,0.006889628,0.093112975,111,69,69,254
PRJEB59803,Metazoa,HiFi+Hi-C,,,62668,101,95,5,1,288.5526974,58905.76238,743,495531.1185,386,1223,216,4955319,4.770157781,2.870988814,96.1,1,10,0.6238,0.454778,350022720,36,0.003013935,0.179804361,61,36,35,99
PRJEB59805,Metazoa,HiFi+Hi-C,,,128584,16,15,0,1,27.43484253,122922.3125,1014.5,486875.8725,581.75,2147.25,225,1948704,5.089630722,3.006252051,99.4,0.7,24,0.2162,0.564229,583199994,26,0.005591097,0.040539295,13,7,6,15
PRJEB59941,Metazoa,HiFi+Hi-C,,,58706,21,12,3,6,90.66245841,887972.2381,3731,1785934.713,547,1155095,243,7582422,5.948399388,3.571825249,96.7,0.3,10,0.2312,0.451878,231628398,25,0.001010182,0.026315121,19,13,10,21
PRJEB59945,Metazoa,HiFi+Hi-C,,,74759,150,140,6,4,269.3437153,145232.0933,626,1227005.572,385.25,1156.25,216,14726548,5.162062597,2.796574333,93.2,1,19,0.6093,0.347072,556909226,29,0.007785811,0.089310273,103,36,37,128
PRJEB59947,Metazoa,HiFi+Hi-C,,,60801,41,40,0,1,114.2598385,61892.97561,442,390808.4182,384,700,212,2503244,4.791641363,2.645422269,94.2,0.4,26,0.2694,0.415285,358831244,14,0.004136824,0.073845431,25,12,10,40
PRJEB59949,Metazoa,HiFi+Hi-C,,,53148,32,32,0,0,99.51352471,889.09375,513,833.541274,314,1169.25,219,2825,2.948947557,2.710117365,96.1,0.9,31,0.4023,0.415085,321564331,11,0.005025227,0.073593187,17,10,10,29
PRJEB59951,Metazoa,HiFi+Hi-C,,,206711,108,96,6,6,102.1643736,587806.6574,554,2982598.399,337,1404.5,223,22668049,5.769234501,2.743509765,98.8,0.7,25,0.5121,0.569873,1057119974,41,0.003016022,0.072571979,67,65,62,99
PRJEB59953,Metazoa,HiFi+Hi-C,,,40148,6,6,0,0,27.56633455,2108.333333,1769.5,1386.049879,1147.75,2730.25,699,4421,3.323939275,3.247850567,92,0.6,15,0.1846,0.333186,217656794,14,8.57E-05,0.010591598,3,0,0,6
PRJEB59959,Metazoa,HiFi+Hi-C,,,64973,101,101,0,0,195.3994035,625.7623762,489,397.8723451,351,768,206,1965,2.796409448,2.689308859,93.5,0.6,29,0.4325,0.348811,516890012,19,0.011710058,0.114562562,44,27,28,85
PRJEB60005,Metazoa,HiFi+Hi-C,,,66931,29,26,0,3,96.63568237,168239.7586,653,509405.3045,420,1440,242,1951283,5.225928637,2.814913181,96.9,0.3,17,0.3603,0.559357,300096189,32,0.005365843,0.089025848,18,10,11,26
PRJEB60007,Metazoa,HiFi+Hi-C,,,62730,29,24,2,3,43.4501675,365311.5862,1526,1102021.321,361,5674,207,4334358,5.562663446,3.183554534,97.3,1.2,12,0.6656,0.258142,667431259,65,0.000604077,0.024894079,21,5,0,29
PRJEB60009,Metazoa,HiFi+Hi-C,,,193989,31,17,9,5,12.71877725,4357436.839,9196,16715548.06,1903.5,190524,213,83045473,6.639231101,3.963598963,99.3,9.8,47,0.3894,0.128472,2437341216,110,0.000506629,0.015191885,27,17,10,31
PRJEB60011,Metazoa,HiFi+Hi-C,,,64833,1,0,0,1,2.565406613,1591506,1591506,,1591506,1591506,1591506,1591506,6.20180828,6.20180828,89.9,4.9,5,0.4222,0.381015,389801755,81,2.04E-05,0.015022789,1,1,0,1
PRJEB60201,Viridiplantae,HiFi+Hi-C,,,118936,45,36,5,4,57.42026637,265741.1111,1435,784219.0754,701,5064,283,3228291,5.424458747,3.156851901,98.8,8.9,20,0.6565,0.299689,783695424,38,0.005232922,0.091173899,40,18,13,42
PRJEB60211,Metazoa,HiFi+Hi-C,,,52581,45,37,4,4,101.2635761,305159.6,625,929356.9413,407,996,211,4776717,5.484527037,2.795880017,96.3,0.6,22,0.4549,0.375151,444384859,22,0.008061097,0.083824158,34,21,15,42
PRJEB60213,Metazoa,HiFi+Hi-C,,,76021,85,85,0,0,129.5190353,913,689,696.1634831,390,1177,222,3357,2.960470778,2.838219222,97.3,0.7,31,0.431,0.345941,656274190,23,0.002806601,0.043915254,58,24,30,81
PRJEB60628,Fungi,HiFi+Hi-C,,,19245,16,12,4,0,272.1626697,30372.25,1122,93614.71165,491.75,8249,220,376980,4.482476966,3.049992857,97.1,2.9,18,0.3738,0.306077,58788371,4,0.007339682,0.116186147,9,3,5,14
PRJEB60632,Metazoa,HiFi+Hi-C,,,159923,134,124,6,4,179.8153142,150319.791,510.5,947101.9541,365.25,1002.75,200,7694296,5.177016163,2.707995746,96.9,1.8,10,0.4566,0.378422,745209053,77,0.008214276,0.123897128,57,53,55,121
PRJEB60634,Metazoa,HiFi+Hi-C,,,55915,46,46,0,0,120.5736847,582.1086957,467.5,413.1345344,341.75,569.25,224,2129,2.765004087,2.669781615,92.4,0.4,28,0.359,0.377284,381509449,14,0.01532317,0.048461526,30,6,6,40
PRJEB60636,Metazoa,HiFi+Hi-C,,,91693,82,75,3,4,129.9356574,296119.4634,724,1596074.133,396.25,1743,204,11913303,5.471466954,2.859738566,97,0.1,13,0.6578,0.446422,631081580,52,0.006514121,0.061239236,69,23,19,81
PRJEB60638,Metazoa,HiFi+Hi-C,,,58701,82,79,2,1,181.9104249,79668.68293,516,695100.7614,342.25,830,203,6295417,4.901287638,2.712649702,95.5,0.9,30,0.5253,0.37424,450771307,15,0.005671129,0.097582909,52,22,20,78
PRJEB60640,Metazoa,HiFi+Hi-C,,,82224,228,227,0,1,360.9027618,10608.02632,480.5,150385.7584,322.25,742.5,202,2271406,4.025634588,2.681693392,94.8,0.3,31,0.5013,0.363292,631749114,22,0.007750648,0.206535427,134,66,68,210
PRJEB60642,Metazoa,HiFi+Hi-C,,,46143,30,29,1,0,127.9704938,15211.36667,501.5,78517.66202,324,1066.25,241,430902,4.182168235,2.700270937,96.9,0.9,6,0.3307,0.324572,234429040,36,0.00358896,0.078111254,18,8,7,28
PRJEB60644,Metazoa,HiFi+Hi-C,,,118344,10,2,6,2,17.58687882,638035.9,431746,690417.5321,195385.25,776511.75,635,2021146,5.804845116,5.635228323,98.2,0.3,20,0.2987,0.631509,568605726,26,0.002368803,0.046964988,10,9,10,10
PRJEB60650,Metazoa,HiFi+Hi-C,,,76288,180,180,0,0,255.0985386,742.8722222,607,472.071011,408,938.75,216,3321,2.870914119,2.783188691,95.1,0.3,30,0.5356,0.307505,705609687,25,0.004685617,0.095463843,103,48,51,176
PRJEB60652,Metazoa,HiFi+Hi-C,,,56123,11,5,5,1,32.72596326,235893.5455,14519,557915.2236,1723,83394,270,1866203,5.372716058,4.161936705,97,69.5,38,0.2426,0.287394,336124560,12,0.001513732,0.021774814,8,8,6,11
PRJEB60660,Metazoa,HiFi+Hi-C,,,89971,53,38,5,10,81.53804243,504099.9434,945,1290617.353,527,14756,221,6709160,5.702516649,2.975431809,93.3,0.7,12,0.6822,0.462526,650003341,59,0.003408439,0.043618899,42,29,25,53
PRJEB60705,Metazoa,HiFi+Hi-C,,,68416,161,159,1,1,260.9332997,21891.42236,536,239962.8598,350,838,204,3024018,4.34027398,2.72916479,94.9,1.8,4,0.5471,0.210076,617015920,159,0.00898323,0.107420187,99,20,18,153
PRJEB60707,Metazoa,HiFi+Hi-C,,,54499,33,24,8,1,96.08144632,92469.18182,1415,280090.0567,671,20770,208,1547187,4.965997015,3.15075644,95.2,3.6,20,0.4968,0.29912,343458610,41,0.002848383,0.0701284,30,7,4,30
PRJEB60709,Metazoa,HiFi+Hi-C,,,50523,26,23,2,1,117.0212235,368216.3462,804.5,1855794.158,490.25,2416.25,278,9466807,5.566103064,2.905526048,95.5,1.2,5,0.2347,0.40038,222181919,43,0.002496755,0.040061428,21,11,11,25
PRJEB60711,Metazoa,HiFi+Hi-C,,,75505,65,64,0,1,107.2992952,26601.63077,471,209195.0845,357,782,219,1687233,4.424908261,2.673020907,96.4,0.9,30,0.5744,0.383048,605782171,22,0.002222567,0.049577906,40,17,20,64
PRJEB60713,Metazoa,HiFi+Hi-C,,,78267,134,132,1,1,231.4735834,14495.9403,483,158517.8837,319,664.75,203,1835694,4.161246392,2.683947131,96.3,1.2,31,0.4588,0.360752,578899752,20,0.009873324,0.140586199,73,43,43,125
PRJEB60715,Metazoa,HiFi+Hi-C,,,82518,132,130,0,2,219.1915784,81522.05303,621.5,673264.6599,407.25,961.25,200,6651217,4.911275108,2.793441133,96.9,1.2,31,0.458,0.392227,602212918,20,0.013090472,0.133106778,83,38,40,121
PRJEB60717,Metazoa,HiFi+Hi-C,,,78705,22,14,5,3,34.25077805,449593.1364,2121,1015368.193,436,265483,284,4318374,5.652819673,3.326540669,89.7,0.9,18,0.6445,0.341598,642321175,36,0.000506489,0.04269153,17,8,5,21
PRJEB60719,Metazoa,HiFi+Hi-C,,,160589,4,3,0,1,3.448191762,361546.25,499.5,722124.5005,472.5,361573.25,453,1444733,5.558163861,2.698535493,93.6,86.6,49,0.5006,0.378595,1160028292,24,7.44E-05,0.003846021,2,2,1,4
PRJEB60725,Viridiplantae,HiFi+Hi-C,,,217183,61,42,11,8,52.73751793,674487.5574,2850,2114755.152,813,89957,234,13485773,5.828973942,3.45484486,99.4,46.2,14,0.6063,0.313393,1156671804,84,0.001629159,0.042351183,49,41,30,55
PRJEB60822,Metazoa,HiFi+Hi-C,,,59251,42,27,12,3,131.9120795,208687.5952,1690.5,498066.482,575.75,90373.5,299,2193010,5.319496635,3.228015175,97.3,2.4,34,0.4689,0.298122,318393889,18,0.006217126,0.085924885,34,22,8,37
PRJEB60824,Metazoa,HiFi+Hi-C,,,106987,130,125,4,1,222.379769,19779.26923,544,145853.4782,354.25,1061.25,207,1610217,4.296210242,2.7355989,94.5,1.5,30,0.5129,0.407251,584585552,21,0.004508166,0.053339542,63,48,44,125
PRJEB60826,Metazoa,HiFi+Hi-C,,,67229,75,71,3,1,163.5300787,39090.2,428,235529.8654,310,683,222,1920817,4.592067892,2.631443769,91.5,0.3,27,0.3916,0.453524,458631223,18,0.009096481,0.124115195,25,26,25,48
PRJEB60828,Metazoa,HiFi+Hi-C,,,100964,172,169,1,2,241.5720691,46038.21512,558,471595.4731,361.5,705.25,202,6017999,4.663118478,2.746634199,96.6,1,31,0.5162,0.380923,712002843,24,0.00474397,0.128309793,111,58,54,159
PRJEB60830,Metazoa,HiFi+Hi-C,,,65438,84,67,13,4,168.7189672,206971.1071,1260.5,693314.9759,443,4669.5,229,4019299,5.315909723,3.10054285,96.6,1.5,35,0.4909,0.256989,497869335,22,0.008636794,0.094654972,56,39,31,82
PRJEB60832,Metazoa,HiFi+Hi-C,,,61071,59,58,1,0,196.6804723,1166.491525,513,3579.999983,317.5,730.5,212,27798,3.066881588,2.710117365,96.9,0.9,31,0.3179,0.461853,299978942,10,0.007882041,0.129134016,33,23,25,54
